claim_id,estimate_id,estimate_date,estimate_source,third_party_id,estimate_type,estimate_amount,building_amount,contents_amount,other_structures_amount,loss_of_use_amount,estimate_status,estimate_description
CLM00463,EST0001251,2024-01-12,Plumber,TP00040,Plumber Estimate,46300,37489,3769,2043,2999,Under Review,Estimate submitted by involved plumber.
CLM00464,EST0001252,2025-07-03,Carrier,,Initial,51000,45329,2682,2866,123,Superseded,Initial carrier estimate following inspection and scope review.
CLM00464,EST0001253,2025-07-21,Roofer,TP00026,Roofer Estimate,102100,82525,6145,6985,6445,Partially Accepted,Estimate submitted by involved roofer.
CLM00464,EST0001254,2025-09-29,Roofer,TP00026,Supplement,112400,91725,4920,5391,10364,Under Review,Updated estimate following reinspection and documentation review.
CLM00464,EST0001255,2025-08-01,Roofer,,Revised,126500,98264,14328,7183,6725,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00465,EST0001256,2024-07-24,Carrier,,Initial,26600,23316,1609,419,1256,Superseded,Initial carrier estimate following inspection and scope review.
CLM00465,EST0001257,2024-07-28,Plumber,TP00041,Plumber Estimate,30000,26200,846,231,2723,Partially Accepted,Estimate submitted by involved plumber.
CLM00465,EST0001258,2024-10-22,Plumber,TP00041,Revised,35600,31531,1003,1097,1969,Under Review,Updated estimate following reinspection and documentation review.
CLM00465,EST0001259,2024-09-30,Carrier,,Supplement,41800,32499,3316,2601,3384,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00466,EST0001260,2025-12-01,Carrier,,Initial,19100,16690,2046,969,0,Superseded,Initial carrier estimate following inspection and scope review.
CLM00466,EST0001261,2025-12-13,Plumber,TP00039,Plumber Estimate,40200,32789,4086,1713,1612,Partially Accepted,Estimate submitted by involved plumber.
CLM00466,EST0001262,2026-03-01,General Contractor,TP00039,Revised,42500,35375,2396,3237,1492,Under Review,Updated estimate following reinspection and documentation review.
CLM00466,EST0001263,2026-01-18,Plumber,TP00039,Supplement,45300,34124,3315,178,7683,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00467,EST0001264,2023-11-30,Carrier,,Initial,36600,28690,4285,334,3291,Superseded,Initial carrier estimate following inspection and scope review.
CLM00467,EST0001265,2023-12-05,Roofer,TP00031,Roofer Estimate,41000,36778,4817,262,0,Partially Accepted,Estimate submitted by involved roofer.
CLM00467,EST0001266,2023-12-08,Public Adjuster,TP00065,Public Adjuster Estimate,59900,45770,7048,4714,2368,Accepted,Estimate package submitted by public adjuster.
CLM00468,EST0001267,2022-10-13,Carrier,,Initial,19500,15003,786,907,2804,Superseded,Initial carrier estimate following inspection and scope review.
CLM00468,EST0001268,2022-10-24,Roofer,TP00033,Roofer Estimate,25900,22671,2990,1076,0,Partially Accepted,Estimate submitted by involved roofer.
CLM00468,EST0001269,2022-10-23,Public Adjuster,TP00069,Public Adjuster Estimate,33200,27050,939,2636,2575,Accepted,Estimate package submitted by public adjuster.
CLM00468,EST0001270,2023-01-06,General Contractor,,Supplement,37800,28669,834,1486,6811,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00469,EST0001271,2024-12-09,Carrier,,Initial,9000,7065,549,623,763,Superseded,Initial carrier estimate following inspection and scope review.
CLM00469,EST0001272,2024-12-07,General Contractor,TP00051,General Contractor Estimate,14900,11953,1331,259,1357,Partially Accepted,Estimate submitted by involved general contractor.
CLM00469,EST0001273,2024-12-31,General Contractor,,Supplement,18300,16156,984,109,1051,Under Review,Updated estimate following reinspection and documentation review.
CLM00469,EST0001274,2025-03-08,General Contractor,,Revised,20000,16970,989,559,1482,Under Review,Revised estimate created following scope reconciliation.
CLM00469,EST0001275,2025-03-03,General Contractor,,Supplement,24000,19442,1310,248,3000,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00470,EST0001276,2024-03-10,Carrier,,Initial,29600,25512,2973,972,143,Superseded,Initial carrier estimate following inspection and scope review.
CLM00470,EST0001277,2024-03-16,General Contractor,TP00051,General Contractor Estimate,34600,28583,2311,1417,2289,Partially Accepted,Estimate submitted by involved general contractor.
CLM00471,EST0001278,2025-03-27,Carrier,,Initial,53800,43767,5531,1168,3334,Final,Initial carrier estimate following inspection and scope review.
CLM00471,EST0001279,2025-04-07,Roofer,TP00033,Roofer Estimate,67300,54959,6329,4504,1508,Under Review,Estimate submitted by involved roofer.
CLM00472,EST0001280,2022-10-28,Carrier,,Initial,8400,7491,556,289,64,Final,Initial carrier estimate following inspection and scope review.
CLM00472,EST0001281,2022-11-06,General Contractor,TP00049,General Contractor Estimate,17900,13073,2089,130,2608,Under Review,Estimate submitted by involved general contractor.
CLM00473,EST0001282,2025-07-25,Carrier,,Initial,6800,6046,232,0,522,Superseded,Initial carrier estimate following inspection and scope review.
CLM00473,EST0001283,2025-08-01,General Contractor,TP00056,General Contractor Estimate,10800,8439,970,68,1323,Partially Accepted,Estimate submitted by involved general contractor.
CLM00473,EST0001284,2025-08-27,General Contractor,TP00056,Revised,13300,11588,918,413,381,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00474,EST0001285,2024-06-25,Carrier,,Initial,160900,118588,16509,11667,14136,Superseded,Initial carrier estimate following inspection and scope review.
CLM00474,EST0001286,2024-07-02,Electrician,TP00089,Electrician Estimate,217600,172189,9383,16201,19827,Partially Accepted,Estimate submitted by involved electrician.
CLM00474,EST0001287,2024-09-23,Electrician,TP00089,Supplement,224800,200773,5858,7186,10983,Under Review,Supplemental estimate received with additional repair line items.
CLM00474,EST0001288,2024-07-31,General Contractor,,Revised,266000,192908,14909,6628,51555,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00475,EST0001289,2024-11-24,Carrier,,Initial,83600,60408,9237,577,13378,Superseded,Initial carrier estimate following inspection and scope review.
CLM00475,EST0001290,2024-12-10,Roofer,TP00027,Roofer Estimate,131600,95296,15489,934,19881,Partially Accepted,Estimate submitted by involved roofer.
CLM00475,EST0001291,2024-11-28,Public Adjuster,TP00071,Public Adjuster Estimate,133800,116316,10489,97,6898,Under Review,Estimate package submitted by public adjuster.
CLM00475,EST0001292,2025-02-16,Roofer,TP00027,Revised,140800,119102,6131,6556,9011,Under Review,Supplemental estimate received with additional repair line items.
CLM00475,EST0001293,2025-01-21,Roofer,TP00027,Supplement,146700,110316,5621,10285,20478,Under Review,Supplemental estimate received with additional repair line items.
CLM00475,EST0001294,2025-02-12,Roofer,TP00027,Revised,165900,145438,19701,5079,0,Under Review,Revised estimate created following scope reconciliation.
CLM00475,EST0001295,2025-01-29,Roofer,TP00027,Supplement,172700,125715,15436,12643,18906,Partially Accepted,Revised estimate created following scope reconciliation.
CLM00476,EST0001296,2022-02-16,Carrier,,Initial,103600,85837,2717,4331,10715,Superseded,Initial carrier estimate following inspection and scope review.
CLM00476,EST0001297,2022-02-18,Electrician,TP00091,Electrician Estimate,117000,103855,11177,1725,243,Partially Accepted,Estimate submitted by involved electrician.
CLM00476,EST0001298,2022-03-04,Public Adjuster,TP00064,Public Adjuster Estimate,133900,106784,3720,4876,18520,Accepted,Estimate package submitted by public adjuster.
CLM00477,EST0001299,2025-03-31,Carrier,,Initial,43200,33209,3534,2540,3917,Final,Initial carrier estimate following inspection and scope review.
CLM00477,EST0001300,2025-04-15,Electrician,TP00090,Electrician Estimate,48300,37892,2117,1352,6939,Under Review,Estimate submitted by involved electrician.
CLM00478,EST0001301,2022-09-24,Carrier,,Initial,16400,12047,357,1070,2926,Superseded,Initial carrier estimate following inspection and scope review.
CLM00478,EST0001302,2022-09-22,Plumber,TP00046,Plumber Estimate,16400,12178,716,1055,2451,Partially Accepted,Estimate submitted by involved plumber.
CLM00479,EST0001303,2024-05-09,Carrier,,Initial,27700,23638,2168,30,1864,Superseded,Initial carrier estimate following inspection and scope review.
CLM00479,EST0001304,2024-05-14,Plumber,TP00043,Plumber Estimate,45800,34761,1711,1928,7400,Partially Accepted,Estimate submitted by involved plumber.
CLM00479,EST0001305,2024-05-11,Public Adjuster,TP00069,Public Adjuster Estimate,44900,33495,1627,2646,7132,Accepted,Estimate package submitted by public adjuster.
CLM00479,EST0001306,2024-06-24,General Contractor,,Supplement,48000,39649,3096,132,5123,Under Review,Supplemental estimate received with additional repair line items.
CLM00479,EST0001307,2024-07-19,Carrier,,Supplement,56100,40565,6672,2232,6631,Under Review,Updated estimate following reinspection and documentation review.
CLM00479,EST0001308,2024-08-08,Plumber,TP00043,Supplement,69000,58177,2169,2528,6126,Under Review,Supplemental estimate received with additional repair line items.
CLM00479,EST0001309,2024-07-12,General Contractor,,Revised,78600,61063,7578,1331,8628,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00480,EST0001310,2024-04-03,Carrier,,Initial,96700,77572,7622,570,10936,Final,Initial carrier estimate following inspection and scope review.
CLM00480,EST0001311,2024-04-11,Roofer,TP00026,Roofer Estimate,97200,84575,4064,4473,4088,Under Review,Estimate submitted by involved roofer.
CLM00481,EST0001312,2022-04-07,Carrier,,Initial,19100,15539,1899,536,1126,Superseded,Initial carrier estimate following inspection and scope review.
CLM00481,EST0001313,2022-04-19,General Contractor,TP00054,General Contractor Estimate,18500,13387,1728,625,2760,Partially Accepted,Estimate submitted by involved general contractor.
CLM00481,EST0001314,2022-04-20,Public Adjuster,TP00064,Public Adjuster Estimate,25500,20570,2103,872,1955,Partially Accepted,Estimate package submitted by public adjuster.
CLM00482,EST0001315,2022-12-09,Carrier,,Initial,37400,27287,3170,693,6250,Final,Initial carrier estimate following inspection and scope review.
CLM00482,EST0001316,2022-12-31,Plumber,TP00041,Plumber Estimate,41900,33003,2488,1642,4767,Under Review,Estimate submitted by involved plumber.
CLM00483,EST0001317,2023-03-04,Carrier,,Initial,7500,6070,513,58,859,Final,Initial carrier estimate following inspection and scope review.
CLM00484,EST0001318,2025-09-22,Carrier,,Initial,35400,26310,3977,1871,3242,Superseded,Initial carrier estimate following inspection and scope review.
CLM00484,EST0001319,2025-10-08,Roofer,TP00031,Roofer Estimate,46900,41823,4122,872,83,Partially Accepted,Estimate submitted by involved roofer.
CLM00484,EST0001320,2025-10-14,Public Adjuster,TP00067,Public Adjuster Estimate,57300,45416,1975,4319,5590,Accepted,Estimate package submitted by public adjuster.
CLM00485,EST0001321,2023-03-16,Carrier,,Initial,145900,128930,3259,1042,12669,Superseded,Initial carrier estimate following inspection and scope review.
CLM00485,EST0001322,2023-03-29,Electrician,TP00089,Electrician Estimate,295300,238914,30774,1498,24114,Partially Accepted,Estimate submitted by involved electrician.
CLM00485,EST0001323,2023-05-30,Electrician,,Supplement,367400,270268,34657,841,61634,Under Review,Updated estimate following reinspection and documentation review.
CLM00485,EST0001324,2023-04-21,General Contractor,,Supplement,413300,340540,39263,12031,21466,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00486,EST0001325,2024-07-06,Carrier,,Initial,31000,25208,2948,2424,420,Superseded,Initial carrier estimate following inspection and scope review.
CLM00486,EST0001326,2024-07-17,General Contractor,TP00056,General Contractor Estimate,30000,22945,3350,1553,2152,Partially Accepted,Estimate submitted by involved general contractor.
CLM00486,EST0001327,2024-08-17,General Contractor,TP00056,Revised,30900,27803,2568,79,450,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00487,EST0001328,2023-06-06,Carrier,,Initial,39700,28603,3081,2898,5118,Final,Initial carrier estimate following inspection and scope review.
CLM00487,EST0001329,2023-06-15,Roofer,TP00037,Roofer Estimate,41800,36024,4357,12,1407,Under Review,Estimate submitted by involved roofer.
CLM00488,EST0001330,2023-05-13,Carrier,,Initial,38700,29635,1751,2559,4755,Superseded,Initial carrier estimate following inspection and scope review.
CLM00488,EST0001331,2023-05-21,Plumber,TP00045,Plumber Estimate,50000,40906,1552,3319,4223,Partially Accepted,Estimate submitted by involved plumber.
CLM00488,EST0001332,2023-05-20,Public Adjuster,TP00064,Public Adjuster Estimate,46900,38128,3913,2820,2039,Partially Accepted,Estimate package submitted by public adjuster.
CLM00489,EST0001333,2022-04-02,Carrier,,Initial,9900,7320,264,43,2273,Superseded,Initial carrier estimate following inspection and scope review.
CLM00489,EST0001334,2022-04-17,General Contractor,TP00049,General Contractor Estimate,9100,7596,997,399,108,Partially Accepted,Estimate submitted by involved general contractor.
CLM00490,EST0001335,2024-12-02,Carrier,,Initial,22600,20045,1666,586,303,Final,Initial carrier estimate following inspection and scope review.
CLM00490,EST0001336,2024-12-07,Plumber,TP00039,Plumber Estimate,21600,16633,1724,141,3102,Under Review,Estimate submitted by involved plumber.
CLM00491,EST0001337,2024-03-09,Carrier,,Initial,46600,37302,2000,1905,5393,Superseded,Initial carrier estimate following inspection and scope review.
CLM00491,EST0001338,2024-03-22,Plumber,TP00043,Plumber Estimate,58900,49852,3169,377,5502,Partially Accepted,Estimate submitted by involved plumber.
CLM00491,EST0001339,2024-05-20,Carrier,,Supplement,60800,54630,7247,3550,0,Partially Accepted,Revised estimate created following scope reconciliation.
CLM00492,EST0001340,2023-05-18,Carrier,,Initial,39800,30243,1125,2606,5826,Superseded,Initial carrier estimate following inspection and scope review.
CLM00492,EST0001341,2023-05-13,Plumber,TP00039,Plumber Estimate,62300,44901,4166,3018,10215,Partially Accepted,Estimate submitted by involved plumber.
CLM00492,EST0001342,2023-05-19,Public Adjuster,TP00070,Public Adjuster Estimate,55700,44835,3017,570,7278,Accepted,Estimate package submitted by public adjuster.
CLM00493,EST0001343,2024-12-05,Carrier,,Initial,48700,35376,2833,2712,7779,Final,Initial carrier estimate following inspection and scope review.
CLM00493,EST0001344,2024-12-17,Electrician,TP00090,Electrician Estimate,53900,39183,3346,147,11224,Under Review,Estimate submitted by involved electrician.
CLM00493,EST0001345,2024-12-30,Public Adjuster,TP00071,Public Adjuster Estimate,71300,52056,4069,5642,9533,Accepted,Estimate package submitted by public adjuster.
CLM00494,EST0001346,2025-12-28,Carrier,,Initial,47900,42000,3439,561,1900,Superseded,Initial carrier estimate following inspection and scope review.
CLM00494,EST0001347,2025-12-29,Plumber,TP00044,Plumber Estimate,55500,46608,1324,3136,4432,Partially Accepted,Estimate submitted by involved plumber.
CLM00494,EST0001348,2026-03-18,General Contractor,,Supplement,61100,45157,1334,1993,12616,Partially Accepted,Revised estimate created following scope reconciliation.
CLM00495,EST0001349,2024-08-20,Carrier,,Initial,52800,41971,5725,109,4995,Final,Initial carrier estimate following inspection and scope review.
CLM00496,EST0001350,2025-10-23,Carrier,,Initial,33200,24852,3194,2117,3037,Superseded,Initial carrier estimate following inspection and scope review.
CLM00496,EST0001351,2025-10-31,Plumber,TP00039,Plumber Estimate,77000,61948,4188,5612,5252,Partially Accepted,Estimate submitted by involved plumber.
CLM00497,EST0001352,2023-01-19,Carrier,,Initial,40400,34747,4609,524,520,Final,Initial carrier estimate following inspection and scope review.
CLM00497,EST0001353,2023-02-02,Plumber,TP00042,Plumber Estimate,51700,38809,2831,4048,6012,Under Review,Estimate submitted by involved plumber.
CLM00498,EST0001354,2024-10-26,Carrier,,Initial,40000,31206,1908,1394,5492,Final,Initial carrier estimate following inspection and scope review.
CLM00498,EST0001355,2024-11-09,Electrician,TP00089,Electrician Estimate,43400,34225,2485,2308,4382,Under Review,Estimate submitted by involved electrician.
CLM00498,EST0001356,2024-11-18,Public Adjuster,TP00070,Public Adjuster Estimate,64800,54330,2254,4048,4168,Under Review,Estimate package submitted by public adjuster.
CLM00499,EST0001357,2022-07-06,Carrier,,Initial,31600,27799,906,748,2147,Final,Initial carrier estimate following inspection and scope review.
CLM00499,EST0001358,2022-07-03,General Contractor,TP00054,General Contractor Estimate,33100,25231,3298,3,4568,Under Review,Estimate submitted by involved general contractor.
CLM00500,EST0001359,2024-04-25,Carrier,,Initial,88300,71752,2106,2973,11469,Final,Initial carrier estimate following inspection and scope review.
CLM00501,EST0001360,2023-10-05,Carrier,,Initial,18600,15460,719,1247,1174,Final,Initial carrier estimate following inspection and scope review.
CLM00501,EST0001361,2023-10-09,Plumber,TP00040,Plumber Estimate,36000,26796,3437,1516,4251,Under Review,Estimate submitted by involved plumber.
CLM00501,EST0001362,2023-10-17,Public Adjuster,TP00067,Public Adjuster Estimate,32400,25794,3019,1439,2148,Partially Accepted,Estimate package submitted by public adjuster.
CLM00502,EST0001363,2026-01-05,Carrier,,Initial,23000,18670,2428,687,1215,Final,Initial carrier estimate following inspection and scope review.
CLM00502,EST0001364,2026-01-14,Plumber,TP00041,Plumber Estimate,21500,18426,430,312,2332,Under Review,Estimate submitted by involved plumber.
CLM00503,EST0001365,2025-11-12,Carrier,,Initial,37600,33710,1714,1327,849,Superseded,Initial carrier estimate following inspection and scope review.
CLM00503,EST0001366,2025-11-21,Electrician,TP00091,Electrician Estimate,51900,43576,2672,3889,1763,Partially Accepted,Estimate submitted by involved electrician.
CLM00504,EST0001367,2022-05-28,Carrier,,Initial,17000,12676,353,300,3671,Superseded,Initial carrier estimate following inspection and scope review.
CLM00504,EST0001368,2022-05-30,General Contractor,TP00048,General Contractor Estimate,33600,28268,2685,278,2369,Partially Accepted,Estimate submitted by involved general contractor.
CLM00504,EST0001369,2022-07-27,General Contractor,TP00048,Revised,34800,29608,3554,1281,357,Under Review,Updated estimate following reinspection and documentation review.
CLM00504,EST0001370,2022-08-29,Carrier,TP00048,Supplement,41000,32106,1445,1090,6359,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00505,EST0001371,2024-07-08,Carrier,,Initial,12700,10603,1508,369,220,Final,Initial carrier estimate following inspection and scope review.
CLM00506,EST0001372,2025-09-28,Carrier,,Initial,24300,18150,2388,1581,2181,Final,Initial carrier estimate following inspection and scope review.
CLM00506,EST0001373,2025-10-04,Roofer,TP00027,Roofer Estimate,55600,47526,2680,4367,1027,Under Review,Estimate submitted by involved roofer.
CLM00507,EST0001374,2025-04-06,Carrier,,Initial,19500,16167,721,589,2023,Superseded,Initial carrier estimate following inspection and scope review.
CLM00507,EST0001375,2025-04-13,Plumber,TP00038,Plumber Estimate,22200,17779,2120,550,1751,Partially Accepted,Estimate submitted by involved plumber.
CLM00507,EST0001376,2025-06-16,Carrier,,Supplement,27400,20367,820,1678,4535,Under Review,Revised estimate created following scope reconciliation.
CLM00507,EST0001377,2025-05-07,General Contractor,,Supplement,31700,26803,1191,1667,2039,Partially Accepted,Revised estimate created following scope reconciliation.
CLM00508,EST0001378,2025-10-29,Carrier,,Initial,51300,45197,4294,1473,336,Final,Initial carrier estimate following inspection and scope review.
CLM00508,EST0001379,2025-11-13,Roofer,TP00032,Roofer Estimate,67100,56545,2074,3438,5043,Under Review,Estimate submitted by involved roofer.
CLM00509,EST0001380,2022-08-04,Carrier,,Initial,34000,26828,3496,1388,2288,Superseded,Initial carrier estimate following inspection and scope review.
CLM00509,EST0001381,2022-08-13,Roofer,TP00027,Roofer Estimate,61600,51286,1549,2560,6205,Partially Accepted,Estimate submitted by involved roofer.
CLM00509,EST0001382,2022-10-27,Carrier,TP00027,Supplement,63300,49724,6986,3647,2943,Partially Accepted,Revised estimate created following scope reconciliation.
CLM00510,EST0001383,2024-08-24,Carrier,,Initial,12000,10344,453,427,776,Superseded,Initial carrier estimate following inspection and scope review.
CLM00510,EST0001384,2024-08-28,Plumber,TP00046,Plumber Estimate,11000,8229,485,841,1445,Partially Accepted,Estimate submitted by involved plumber.
CLM00511,EST0001385,2024-02-10,Carrier,,Initial,51700,40640,6099,2440,2521,Superseded,Initial carrier estimate following inspection and scope review.
CLM00511,EST0001386,2024-02-09,Roofer,TP00028,Roofer Estimate,100600,86082,4671,4525,5322,Partially Accepted,Estimate submitted by involved roofer.
CLM00511,EST0001387,2024-03-09,Roofer,,Supplement,119100,100605,6219,1969,10307,Under Review,Supplemental estimate received with additional repair line items.
CLM00511,EST0001388,2024-04-01,Roofer,TP00028,Supplement,147800,106444,5586,689,35081,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00512,EST0001389,2022-05-01,Carrier,,Initial,47900,36740,3050,3775,4335,Superseded,Initial carrier estimate following inspection and scope review.
CLM00512,EST0001390,2022-05-24,Plumber,TP00044,Plumber Estimate,47400,34327,4714,2308,6051,Partially Accepted,Estimate submitted by involved plumber.
CLM00512,EST0001391,2022-06-05,General Contractor,TP00044,Supplement,58800,45753,2881,2583,7583,Under Review,Revised estimate created following scope reconciliation.
CLM00512,EST0001392,2022-08-18,Plumber,TP00044,Supplement,68000,57411,4224,1602,4763,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00513,EST0001393,2024-03-05,Carrier,,Initial,29600,24372,742,1755,2731,Final,Initial carrier estimate following inspection and scope review.
CLM00513,EST0001394,2024-03-26,Plumber,TP00047,Plumber Estimate,32400,27164,1249,478,3509,Under Review,Estimate submitted by involved plumber.
CLM00514,EST0001395,2024-10-16,Carrier,,Initial,8800,6842,1028,246,684,Final,Initial carrier estimate following inspection and scope review.
CLM00515,EST0001396,2024-12-21,Carrier,,Initial,50100,39196,5095,2629,3180,Final,Initial carrier estimate following inspection and scope review.
CLM00515,EST0001397,2024-12-16,Roofer,TP00035,Roofer Estimate,64200,55020,4831,1571,2778,Under Review,Estimate submitted by involved roofer.
CLM00516,EST0001398,2024-10-12,Carrier,,Initial,47500,36680,1325,2241,7254,Superseded,Initial carrier estimate following inspection and scope review.
CLM00516,EST0001399,2024-10-14,Roofer,TP00031,Roofer Estimate,49700,43951,5348,1471,0,Partially Accepted,Estimate submitted by involved roofer.
CLM00516,EST0001400,2024-11-14,Carrier,TP00031,Supplement,62000,54457,4409,413,2721,Under Review,Revised estimate created following scope reconciliation.
CLM00516,EST0001401,2025-01-01,Roofer,TP00031,Revised,75800,59079,4813,4258,7650,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00517,EST0001402,2023-01-01,Carrier,,Initial,5900,4424,417,471,588,Final,Initial carrier estimate following inspection and scope review.
CLM00517,EST0001403,2023-01-12,General Contractor,TP00054,General Contractor Estimate,6100,5315,288,87,410,Under Review,Estimate submitted by involved general contractor.
CLM00518,EST0001404,2024-08-22,Carrier,,Initial,33000,26314,985,2094,3607,Superseded,Initial carrier estimate following inspection and scope review.
CLM00518,EST0001405,2024-08-29,Plumber,TP00047,Plumber Estimate,63300,46967,2912,3054,10367,Partially Accepted,Estimate submitted by involved plumber.
CLM00518,EST0001406,2024-10-03,General Contractor,TP00047,Revised,69600,62525,6270,5151,0,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00519,EST0001407,2025-04-06,Carrier,,Initial,48500,40261,5030,1442,1767,Superseded,Initial carrier estimate following inspection and scope review.
CLM00519,EST0001408,2025-04-19,Roofer,TP00032,Roofer Estimate,91600,80137,4401,1241,5821,Partially Accepted,Estimate submitted by involved roofer.
CLM00519,EST0001409,2025-07-20,Roofer,TP00032,Supplement,110100,91005,5870,4238,8987,Under Review,Revised estimate created following scope reconciliation.
CLM00519,EST0001410,2025-06-24,General Contractor,TP00032,Supplement,116000,84690,7045,2163,22102,Under Review,Supplemental estimate received with additional repair line items.
CLM00519,EST0001411,2025-06-21,Carrier,TP00032,Revised,136800,122561,15119,4495,0,Partially Accepted,Updated estimate following reinspection and documentation review.
CLM00520,EST0001412,2023-11-28,Carrier,,Initial,23400,16890,637,417,5456,Final,Initial carrier estimate following inspection and scope review.
CLM00520,EST0001413,2023-12-05,Plumber,TP00038,Plumber Estimate,23400,17962,1392,628,3418,Under Review,Estimate submitted by involved plumber.
CLM00521,EST0001414,2024-07-31,Carrier,,Initial,30300,25391,1527,1222,2160,Final,Initial carrier estimate following inspection and scope review.
CLM00521,EST0001415,2024-08-14,General Contractor,TP00053,General Contractor Estimate,31800,24012,1050,580,6158,Under Review,Estimate submitted by involved general contractor.
CLM00522,EST0001416,2024-10-22,Carrier,,Initial,117000,89163,2875,163,24799,Final,Initial carrier estimate following inspection and scope review.
CLM00522,EST0001417,2024-11-02,Roofer,TP00031,Roofer Estimate,129000,113580,13540,7616,0,Under Review,Estimate submitted by involved roofer.
CLM00523,EST0001418,2024-10-15,Carrier,,Initial,43500,34915,3566,1940,3079,Superseded,Initial carrier estimate following inspection and scope review.
CLM00523,EST0001419,2024-11-03,Roofer,TP00029,Roofer Estimate,82300,72231,6648,5053,0,Partially Accepted,Estimate submitted by involved roofer.
CLM00523,EST0001420,2024-11-02,Public Adjuster,TP00070,Public Adjuster Estimate,75500,67640,2095,5242,523,Partially Accepted,Estimate package submitted by public adjuster.
CLM00523,EST0001421,2025-01-16,Carrier,,Revised,80300,69744,5165,2509,2882,Under Review,Revised estimate created following scope reconciliation.
CLM00523,EST0001422,2024-12-04,Roofer,TP00029,Supplement,99600,80489,4025,231,14855,Under Review,Revised estimate created following scope reconciliation.
CLM00523,EST0001423,2024-12-19,General Contractor,TP00029,Supplement,107200,96290,5115,6355,0,Under Review,Updated estimate following reinspection and documentation review.
CLM00523,EST0001424,2024-12-25,General Contractor,TP00029,Supplement,113100,98432,2336,3360,8972,Partially Accepted,Supplemental estimate received with additional repair line items.
CLM00524,EST0001425,2025-05-20,Carrier,,Initial,83900,75178,8328,6200,0,Final,Initial carrier estimate following inspection and scope review.
CLM00524,EST0001426,2025-05-24,Roofer,TP00035,Roofer Estimate,98600,83166,7811,3875,3748,Under Review,Estimate submitted by involved roofer.
CLM00525,EST0001427,2025-03-15,Carrier,,Initial,37800,32324,852,2337,2287,Final,Initial carrier estimate following inspection and scope review.
CLM00525,EST0001428,2025-03-14,Roofer,TP00034,Roofer Estimate,40300,30350,3818,757,5375,Under Review,Estimate submitted by involved roofer.
CLM00526,EST0001429,2024-02-07,Carrier,,Initial,13100,11082,755,69,1194,Superseded,Initial carrier estimate following inspection and scope review.
CLM00526,EST0001430,2024-02-23,Plumber,TP00047,Plumber Estimate,15600,11635,837,1097,2031,Partially Accepted,Estimate submitted by involved plumber.
CLM00526,EST0001431,2024-05-15,General Contractor,TP00047,Supplement,16500,13936,1474,932,158,Partially Accepted,Revised estimate created following scope reconciliation.
CLM00527,EST0001432,2022-08-09,Carrier,,Initial,13700,10811,464,818,1607,Final,Initial carrier estimate following inspection and scope review.
CLM00527,EST0001433,2022-08-23,General Contractor,TP00048,General Contractor Estimate,13300,11955,448,410,487,Under Review,Estimate submitted by involved general contractor.
CLM00528,EST0001434,2022-02-04,Carrier,,Initial,72300,58702,2535,2515,8548,Final,Initial carrier estimate following inspection and scope review.
CLM00528,EST0001435,2022-02-07,Roofer,TP00031,Roofer Estimate,101100,90458,3356,3384,3902,Under Review,Estimate submitted by involved roofer.
CLM00529,EST0001436,2022-08-05,Carrier,,Initial,7800,6735,576,86,403,Superseded,Initial carrier estimate following inspection and scope review.
CLM00529,EST0001437,2022-08-18,General Contractor,TP00052,General Contractor Estimate,8000,6917,333,225,525,Partially Accepted,Estimate submitted by involved general contractor.
CLM00529,EST0001438,2022-09-02,Public Adjuster,TP00066,Public Adjuster Estimate,13800,11036,317,659,1788,Under Review,Estimate package submitted by public adjuster.
CLM00530,EST0001439,2024-02-02,Carrier,,Initial,45800,38908,4966,1347,579,Superseded,Initial carrier estimate following inspection and scope review.
CLM00530,EST0001440,2024-02-01,Electrician,TP00091,Electrician Estimate,41600,30467,1169,641,9323,Partially Accepted,Estimate submitted by involved electrician.
CLM00530,EST0001441,2024-02-23,General Contractor,TP00091,Supplement,48600,41517,2206,1049,3828,Under Review,Revised estimate created following scope reconciliation.
CLM00530,EST0001442,2024-04-20,General Contractor,TP00091,Supplement,50900,44387,2464,2426,1623,Partially Accepted,Revised estimate created following scope reconciliation.
CLM00531,EST0001443,2022-10-09,Carrier,,Initial,20300,17771,500,1527,502,Superseded,Initial carrier estimate following inspection and scope review.
CLM00531,EST0001444,2022-10-10,Plumber,TP00046,Plumber Estimate,21400,16047,633,193,4527,Partially Accepted,Estimate submitted by involved plumber.
CLM00532,EST0001445,2026-01-11,Carrier,,Initial,112600,83496,6260,2273,20571,Superseded,Initial carrier estimate following inspection and scope review.
