claim_id,note_id,note_date,record_type,note_type,author_role,event_type,correspondence_type,sender_type,sender_id,recipient_type,recipient_id,subject,related_third_party_id,note_text
CLM00576,NOTE00027975,2023-12-16 13:10:00,Event,Third Party,System,Third Party Added,,,,,,,TP00048,General Contractor added to the claim: Palm State Construction.
CLM00576,NOTE00027977,2023-12-16 13:45:00,Event,Third Party,System,Third Party Added,,,,,,,TP00045,Plumber added to the claim: Bayfront Plumbing Services.
CLM00576,NOTE00027976,2023-12-16 14:00:00,Event,Third Party,System,Third Party Added,,,,,,,TP00063,Restoration Company added to the claim: Gulf Coast Recovery Services.
CLM00576,NOTE00027981,2023-12-16 15:45:00,Event,Third Party,System,Third Party Added,,,,,,,TP00057,General Contractor added to the claim: SunCoast General Builders.
CLM00576,NOTE00027983,2023-12-16 17:05:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Initial claim intake remains under review. Triage activity is being completed before the next handling step.
CLM00577,NOTE00027987,2025-03-29 08:05:00,Event,Claim Handling,System,Claim Assigned,,,,,,,,Claim assigned to the property claims queue for initial triage and adjuster assignment.
CLM00577,NOTE00027986,2025-03-29 10:10:00,Event,Claim Handling,System,FNOL,,,,,,,,FNOL completed. Insured reports property damage attributed to water with loss date 2025-02-22.
CLM00577,NOTE00027988,2025-03-30 12:05:00,Correspondence,Customer Contact,Claim Adjuster,,Phone Call,Claim Adjuster,,Customer,,Initial claim contact,,"Reached the insured and confirmed loss details. Explained inspection scheduling, documentation needs and expected claim handling steps."
CLM00577,NOTE00027989,2025-03-31 17:10:00,Correspondence,Document Request,Claim Adjuster,,Email,Claim Adjuster,,Customer,,Supporting claim documentation,,"Requested available photographs, invoices, repair proposals and any emergency-service documentation."
CLM00577,NOTE00028040,2025-04-01 10:00:00,Note,Estimate,Claim Adjuster,,,,,,,,,Supplemental scope and pricing differences reviewed.
CLM00577,NOTE00028068,2025-04-01 14:15:00,Note,Investigation,Claim Adjuster,,,,,,,,,Loss facts and inspection findings reviewed for consistency.
CLM00577,NOTE00028031,2025-04-02 15:40:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Initial triage completed and next handling action documented.
CLM00577,NOTE00028044,2025-04-04 17:50:00,Correspondence,Customer Contact,Claim Adjuster,,Email,Third Party,,Claims Manager,,Claim status,,Customer provided an update regarding payment status and remaining items.
CLM00577,NOTE00027995,2025-04-08 11:50:00,Event,Third Party,System,Third Party Added,,,,,,,TP00048,General Contractor added to the claim: Palm State Construction.
CLM00577,NOTE00028041,2025-04-11 11:15:00,Note,Manager Review,Claims Manager,,,,,,,,,Claim and litigation status reviewed with legal handling team.
CLM00577,NOTE00028034,2025-04-13 12:05:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection photographs and observations reviewed for completeness.
CLM00577,NOTE00027990,2025-04-13 14:40:00,Event,Inspection,System,Inspection Scheduled,,,,,,,,Property inspection scheduled and inspection assignment confirmed.
CLM00577,NOTE00027996,2025-04-13 16:40:00,Event,Third Party,System,Public Adjuster Added,,,,,,,TP00066,Public Adjuster added to the claim: Sunrise Public Adjusters.
CLM00577,NOTE00028026,2025-04-14 08:15:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection photographs and observations reviewed for completeness.
CLM00577,NOTE00027994,2025-04-14 08:30:00,Event,Third Party,System,Third Party Added,,,,,,,TP00040,Plumber added to the claim: Gulf Flow Plumbing.
CLM00577,NOTE00027993,2025-04-15 11:10:00,Event,Third Party,System,Third Party Added,,,,,,,TP00081,Inspector added to the claim: HomeScope Inspections.
CLM00577,NOTE00027991,2025-04-15 14:50:00,Event,Inspection,System,Inspection Completed,,,,,,,,Initial inspection completed. Photographs and scope observations documented for the reported water damage.
CLM00577,NOTE00027992,2025-04-16 11:15:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection photographs and field observations uploaded. Scope review to follow.
CLM00577,NOTE00028012,2025-04-16 15:30:00,Note,Investigation,Claim Adjuster,,,,,,,,,Loss facts and inspection findings reviewed for consistency.
CLM00577,NOTE00028038,2025-04-16 16:15:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection photographs and observations reviewed for completeness.
CLM00577,NOTE00028030,2025-04-17 17:30:00,Correspondence,Customer Contact,Claim Adjuster,,Portal Message,Third Party,,Claim Adjuster,,Next steps,,Status update provided regarding supplement or reinspection review.
CLM00577,NOTE00028000,2025-04-18 10:05:00,Event,Estimate,System,Estimate Created,,,,,,,,"Initial carrier estimate created for approximately $47,000. Current initial reserve is $51,000."
CLM00577,NOTE00028002,2025-04-19 10:30:00,Correspondence,Estimate,Claim Adjuster,,Email,Public Adjuster,TP00066,Claim Adjuster,,Representation and estimate package,TP00066,Public adjuster submitted representation documentation and an estimate package for review.
CLM00577,NOTE00028036,2025-04-19 11:50:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Initial triage completed and next handling action documented.
CLM00577,NOTE00028066,2025-04-19 14:05:00,Note,Document Request,Claim Adjuster,,,,,,,,,Outstanding supporting documentation noted for follow-up.
CLM00577,NOTE00028001,2025-04-20 16:00:00,Correspondence,Estimate,Claim Adjuster,,Email,Third Party,TP00040,Claim Adjuster,,Repair estimate,TP00040,Received repair estimate from the involved plumber. Scope and pricing are being compared with the carrier estimate.
CLM00577,NOTE00027997,2025-04-21 13:15:00,Event,Third Party,System,Third Party Added,,,,,,,TP00098,Mold Remediation added to the claim: Sunstate Mold Remediation.
CLM00577,NOTE00028032,2025-04-21 15:40:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Initial triage completed and next handling action documented.
CLM00577,NOTE00027998,2025-04-25 11:00:00,Event,Third Party,System,Third Party Added,,,,,,,TP00080,Appraiser added to the claim: Atlantic Property Valuation.
CLM00577,NOTE00027999,2025-04-27 10:45:00,Event,Third Party,System,Third Party Added,,,,,,,TP00087,Emergency Services Provider added to the claim: Florida Emergency Property Care.
CLM00577,NOTE00028045,2025-04-27 14:50:00,Correspondence,Customer Contact,Claim Adjuster,,Email,Customer,,Customer,,Estimate review,,Status contact completed with the insured and next steps reviewed.
CLM00577,NOTE00028069,2025-04-28 11:20:00,Note,Legal,Internal Legal,,,,,,,,,Legal diary reviewed and outstanding litigation-related claim-file items documented.
CLM00577,NOTE00028059,2025-04-30 11:40:00,Note,General,Claim Adjuster,,,,,,,,,FNOL details reviewed for completeness and initial diary activity documented.
CLM00577,NOTE00028004,2025-04-30 12:45:00,Note,Coverage,Senior Adjuster,,,,,,,,,"Policy provisions, inspection findings and submitted documentation reviewed. Outstanding items noted for follow-up."
CLM00577,NOTE00028051,2025-04-30 15:15:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Final file documentation and financial entries reviewed for closure.
CLM00577,NOTE00028003,2025-05-01 15:20:00,Event,Coverage,System,Coverage Review Started,,,,,,,,"Coverage and documentation review initiated based on inspection findings, reported cause of loss and submitted records."
CLM00577,NOTE00028007,2025-05-06 11:20:00,Event,Estimate,System,Supplement Received,,,,,,,,Supplemental estimate or additional scope documentation received for review.
CLM00577,NOTE00028021,2025-05-06 13:30:00,Note,Manager Review,Claims Manager,,,,,,,,,"Escalated file reviewed for unresolved scope, communication and documentation issues."
CLM00577,NOTE00028008,2025-05-11 08:20:00,Note,Estimate,Claim Adjuster,,,,,,,,,Scope differences remain unresolved after comparison of carrier and third-party estimates. File remains under active review.
CLM00577,NOTE00028005,2025-05-16 10:05:00,Note,Payment,Claim Adjuster,,,,,,,,,"Payment position reviewed based on accepted scope, deductible and current estimate."
CLM00577,NOTE00028015,2025-05-19 08:10:00,Note,Investigation,Claim Adjuster,,,,,,,,,Loss facts and inspection findings reviewed for consistency.
CLM00577,NOTE00028009,2025-05-21 14:40:00,Event,Inspection,System,Inspection Scheduled,,,,,,,,Reinspection or supplemental field review scheduled to address disputed scope items.
CLM00577,NOTE00028050,2025-05-23 10:15:00,Correspondence,Customer Contact,Claim Adjuster,,Portal Message,Claim Adjuster,,Claim Adjuster,,Estimate review,,Customer provided an update regarding payment status and remaining items.
CLM00577,NOTE00028043,2025-05-24 11:45:00,Note,Estimate,Claim Adjuster,,,,,,,,,Supplemental scope and pricing differences reviewed.
CLM00577,NOTE00028006,2025-05-29 09:50:00,Correspondence,Customer Contact,Claim Adjuster,,Email,Claim Adjuster,,Customer,,Claim payment/status update,,Updated the insured regarding the current valuation and payment position and explained remaining steps.
CLM00577,NOTE00028016,2025-05-30 12:05:00,Note,General,Claims Manager,,,,,,,,,Closure quality review completed and claim diary finalized.
CLM00577,NOTE00028029,2025-06-08 13:30:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Initial triage completed and next handling action documented.
CLM00577,NOTE00028053,2025-06-09 17:10:00,Note,General,Claims Manager,,,,,,,,,Closure quality review completed and claim diary finalized.
CLM00577,NOTE00028054,2025-06-10 12:30:00,Note,Estimate,Claim Adjuster,,,,,,,,,Supplemental scope and pricing differences reviewed.
CLM00577,NOTE00028052,2025-06-22 11:45:00,Note,Document Request,Claim Adjuster,,,,,,,,,Outstanding supporting documentation noted for follow-up.
CLM00577,NOTE00028020,2025-06-25 12:20:00,Correspondence,Customer Contact,Claim Adjuster,,Portal Message,Customer,,Claims Manager,,Estimate review,,Status contact completed with the insured and next steps reviewed.
CLM00577,NOTE00028064,2025-06-25 15:15:00,Note,Estimate,Claim Adjuster,,,,,,,,,Supplemental scope and pricing differences reviewed.
CLM00577,NOTE00028033,2025-06-27 09:40:00,Correspondence,Third Party,Claim Adjuster,,Portal Message,Customer,,Customer,,Estimate review,,Third-party documentation received and added to the electronic claim file.
CLM00577,NOTE00028060,2025-06-29 17:40:00,Correspondence,Customer Contact,Claim Adjuster,,Email,Customer,,Claim Adjuster,,Documentation follow-up,,Status update provided regarding supplement or reinspection review.
CLM00577,NOTE00028048,2025-07-02 15:45:00,Note,General,Claim Adjuster,,,,,,,,,FNOL details reviewed for completeness and initial diary activity documented.
CLM00577,NOTE00028063,2025-07-04 15:30:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Final file documentation and financial entries reviewed for closure.
CLM00577,NOTE00028022,2025-07-05 11:20:00,Correspondence,Customer Contact,Claim Adjuster,,Portal Message,Customer,,Customer,,Next steps,,Status update provided regarding supplement or reinspection review.
CLM00577,NOTE00028042,2025-07-07 15:05:00,Note,Estimate,Claim Adjuster,,,,,,,,,Estimate line items and pricing reviewed against inspection documentation.
CLM00577,NOTE00028046,2025-07-08 14:30:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Final file documentation and financial entries reviewed for closure.
CLM00577,NOTE00028028,2025-07-08 17:15:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Final file documentation and financial entries reviewed for closure.
CLM00577,NOTE00028067,2025-07-14 13:45:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Final file documentation and financial entries reviewed for closure.
CLM00577,NOTE00028061,2025-07-17 13:40:00,Note,Payment,Claim Adjuster,,,,,,,,,Payment and reserve position reviewed against the current accepted estimate.
CLM00577,NOTE00028023,2025-07-20 11:15:00,Note,General,Claim Adjuster,,,,,,,,,FNOL details reviewed for completeness and initial diary activity documented.
CLM00577,NOTE00028024,2025-07-22 08:15:00,Correspondence,Third Party,Claim Adjuster,,Phone Call,Third Party,,Claims Manager,,Estimate review,,Third-party documentation received and added to the electronic claim file.
CLM00577,NOTE00028018,2025-07-22 08:50:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Final file documentation and financial entries reviewed for closure.
CLM00577,NOTE00028056,2025-07-22 13:15:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection photographs and observations reviewed for completeness.
CLM00577,NOTE00028013,2025-07-24 08:00:00,Note,Manager Review,Claims Manager,,,,,,,,,"File reviewed for progress, coverage considerations and next actions."
CLM00577,NOTE00028017,2025-07-24 10:30:00,Note,Estimate,Claim Adjuster,,,,,,,,,Supplemental scope and pricing differences reviewed.
CLM00577,NOTE00028025,2025-07-31 09:40:00,Note,Manager Review,Claims Manager,,,,,,,,,Claim and litigation status reviewed with legal handling team.
CLM00577,NOTE00028037,2025-08-01 14:30:00,Note,Estimate,Claim Adjuster,,,,,,,,,Estimate line items and pricing reviewed against inspection documentation.
CLM00577,NOTE00028049,2025-08-02 17:45:00,Note,Manager Review,Claims Manager,,,,,,,,,"File reviewed for progress, coverage considerations and next actions."
CLM00577,NOTE00028058,2025-08-04 15:30:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection photographs and observations reviewed for completeness.
CLM00577,NOTE00028065,2025-08-16 12:45:00,Note,Document Request,Claim Adjuster,,,,,,,,,Outstanding supporting documentation noted for follow-up.
CLM00577,NOTE00028039,2025-08-24 13:40:00,Correspondence,Customer Contact,Claim Adjuster,,Email,Claim Adjuster,,Claims Manager,,Claim status,,Status contact completed with the insured and next steps reviewed.
CLM00577,NOTE00028019,2025-08-31 12:45:00,Note,General,Claim Adjuster,,,,,,,,,FNOL details reviewed for completeness and initial diary activity documented.
CLM00577,NOTE00028062,2025-09-05 08:00:00,Note,Coverage,Senior Adjuster,,,,,,,,,Coverage review diary updated with outstanding documentation and causation items.
CLM00577,NOTE00028047,2025-09-07 14:10:00,Note,Investigation,Claim Adjuster,,,,,,,,,Loss facts and inspection findings reviewed for consistency.
CLM00577,NOTE00028057,2025-09-07 15:10:00,Note,Manager Review,Claims Manager,,,,,,,,,Claim and litigation status reviewed with legal handling team.
CLM00577,NOTE00028014,2025-09-09 13:45:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Final file documentation and financial entries reviewed for closure.
CLM00577,NOTE00028055,2025-09-23 10:20:00,Note,Document Request,Claim Adjuster,,,,,,,,,Outstanding supporting documentation noted for follow-up.
CLM00577,NOTE00028035,2025-09-27 10:10:00,Correspondence,Customer Contact,Claim Adjuster,,Portal Message,Third Party,,Claim Adjuster,,Next steps,,Status contact completed with the insured and next steps reviewed.
CLM00577,NOTE00028011,2025-10-01 09:30:00,Note,General,Claims Manager,,,,,,,,,Closure quality review completed and claim diary finalized.
CLM00577,NOTE00028027,2025-10-04 17:00:00,Note,General,Claim Adjuster,,,,,,,,,FNOL details reviewed for completeness and initial diary activity documented.
CLM00577,NOTE00028010,2025-10-05 08:20:00,Event,Claim Handling,System,Claim Closed,,,,,,,,Claim resolved following payment and completion of outstanding documentation. File approved for closure.
CLM00578,NOTE00028071,2025-06-09 11:10:00,Event,Claim Handling,System,Claim Assigned,,,,,,,,Claim assigned to the property claims queue for initial triage and adjuster assignment.
CLM00578,NOTE00028070,2025-06-09 15:15:00,Event,Claim Handling,System,FNOL,,,,,,,,First Notice of Loss received for reported freeze damage. Date of loss reported as 2025-04-25.
CLM00578,NOTE00028072,2025-06-10 12:00:00,Correspondence,Customer Contact,Claim Adjuster,,Phone Call,Claim Adjuster,,Customer,,Initial claim contact,,"Reached the insured and confirmed loss details. Explained inspection scheduling, documentation needs and expected claim handling steps."
CLM00578,NOTE00028073,2025-06-11 14:30:00,Correspondence,Document Request,Claim Adjuster,,Email,Claim Adjuster,,Customer,,Supporting claim documentation,,"Requested available photographs, invoices, repair proposals and any emergency-service documentation."
CLM00578,NOTE00028100,2025-06-11 16:50:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection photographs and observations reviewed for completeness.
CLM00578,NOTE00028107,2025-06-12 08:20:00,Note,Investigation,Claim Adjuster,,,,,,,,,Loss facts and inspection findings reviewed for consistency.
CLM00578,NOTE00028114,2025-06-12 09:05:00,Note,Manager Review,Claims Manager,,,,,,,,,"File reviewed for progress, coverage considerations and next actions."
CLM00578,NOTE00028116,2025-06-12 11:00:00,Correspondence,Third Party,Claim Adjuster,,Email,Third Party,,Claim Adjuster,,Estimate review,,Third-party documentation received and added to the electronic claim file.
CLM00578,NOTE00028094,2025-06-13 08:30:00,Correspondence,Third Party,Claim Adjuster,,Phone Call,Customer,,Customer,,Next steps,,Third-party documentation received and added to the electronic claim file.
CLM00578,NOTE00028108,2025-06-13 16:45:00,Correspondence,Customer Contact,Claim Adjuster,,Phone Call,Third Party,,Claim Adjuster,,Next steps,,Status contact completed with the insured and next steps reviewed.
CLM00578,NOTE00028093,2025-06-14 14:20:00,Note,Manager Review,Claims Manager,,,,,,,,,"File reviewed for progress, coverage considerations and next actions."
CLM00578,NOTE00028113,2025-06-14 15:05:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection photographs and observations reviewed for completeness.
CLM00578,NOTE00028103,2025-06-15 14:05:00,Note,General,Claim Adjuster,,,,,,,,,FNOL details reviewed for completeness and initial diary activity documented.
CLM00578,NOTE00028105,2025-06-18 09:30:00,Correspondence,Third Party,Claim Adjuster,,Email,Claim Adjuster,,Claim Adjuster,,Documentation follow-up,,Third-party documentation received and added to the electronic claim file.
CLM00578,NOTE00028079,2025-06-20 09:05:00,Event,Third Party,System,Third Party Added,,,,,,,TP00055,General Contractor added to the claim: Orange State Contracting.
CLM00578,NOTE00028074,2025-06-21 15:50:00,Event,Inspection,System,Inspection Scheduled,,,,,,,,Property inspection scheduled and inspection assignment confirmed.
CLM00578,NOTE00028078,2025-06-21 16:15:00,Event,Third Party,System,Third Party Added,,,,,,,TP00047,Plumber added to the claim: Sunrise Plumbing Group.
CLM00578,NOTE00028081,2025-06-22 08:30:00,Event,Third Party,System,Third Party Added,,,,,,,TP00097,Mold Remediation added to the claim: Atlantic Mold Solutions.
CLM00578,NOTE00028088,2025-06-22 09:05:00,Correspondence,Legal,Claims Manager,,Letter,Attorney,TP00011,Claims Manager,,Letter of representation,TP00011,Letter of representation received from counsel. Claim communications updated to reflect legal representation.
CLM00578,NOTE00028080,2025-06-22 11:30:00,Event,Third Party,System,Attorney Added,,,,,,,TP00011,Attorney added to the claim: Sunrise Residential Legal.
CLM00578,NOTE00028090,2025-06-22 11:30:00,Correspondence,Customer Contact,Claim Adjuster,,Email,Claim Adjuster,,Claim Adjuster,,Documentation follow-up,,Status contact completed with the insured and next steps reviewed.
CLM00578,NOTE00028077,2025-06-23 17:20:00,Event,Third Party,System,Third Party Added,,,,,,,TP00085,Inspector added to the claim: Sunstate Property Inspections.
CLM00578,NOTE00028075,2025-06-23 17:30:00,Event,Inspection,System,Inspection Completed,,,,,,,,"Property inspected. Field adjuster captured photographs, measurements and observed conditions relevant to the freeze claim."
CLM00578,NOTE00028076,2025-06-24 13:50:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection file reviewed for completeness. Observed damage and reported mechanism of loss documented for desk review.
CLM00578,NOTE00028085,2025-06-25 09:15:00,Correspondence,Estimate,Claim Adjuster,,Email,Third Party,TP00047,Claim Adjuster,,Repair estimate,TP00047,Received repair estimate from the involved plumber. Scope and pricing are being compared with the carrier estimate.
CLM00578,NOTE00028084,2025-06-26 14:30:00,Event,Estimate,System,Estimate Created,,,,,,,,"Initial carrier estimate created for approximately $27,900. Current initial reserve is $30,200."
CLM00578,NOTE00028096,2025-06-29 08:50:00,Note,Document Request,Claim Adjuster,,,,,,,,,Outstanding supporting documentation noted for follow-up.
CLM00578,NOTE00028097,2025-06-29 12:20:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection photographs and observations reviewed for completeness.
CLM00578,NOTE00028101,2025-06-29 15:20:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection photographs and observations reviewed for completeness.
CLM00578,NOTE00028086,2025-06-30 09:10:00,Event,Coverage,System,Coverage Review Started,,,,,,,,"Coverage and documentation review initiated based on inspection findings, reported cause of loss and submitted records."
CLM00578,NOTE00028106,2025-06-30 14:15:00,Note,Investigation,Claim Adjuster,,,,,,,,,Loss facts and inspection findings reviewed for consistency.
CLM00578,NOTE00028102,2025-07-01 09:05:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection photographs and observations reviewed for completeness.
CLM00578,NOTE00028110,2025-07-01 13:40:00,Note,Document Request,Claim Adjuster,,,,,,,,,Outstanding supporting documentation noted for follow-up.
CLM00578,NOTE00028091,2025-07-02 11:00:00,Note,Estimate,Claim Adjuster,,,,,,,,,Estimate line items and pricing reviewed against inspection documentation.
CLM00578,NOTE00028083,2025-07-02 11:50:00,Event,Third Party,System,Third Party Added,,,,,,,TP00053,General Contractor added to the claim: Bayfront Construction Services.
CLM00578,NOTE00028095,2025-07-03 16:50:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Initial triage completed and next handling action documented.
CLM00578,NOTE00028117,2025-07-04 16:00:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection photographs and observations reviewed for completeness.
CLM00578,NOTE00028082,2025-07-06 10:40:00,Event,Third Party,System,Third Party Added,,,,,,,TP00078,Appraiser added to the claim: Sunstate Appraisal Group.
CLM00578,NOTE00028112,2025-07-06 13:15:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Initial triage completed and next handling action documented.
CLM00578,NOTE00028089,2025-07-07 13:45:00,Note,Manager Review,Claims Manager,,,,,,,,,"File reviewed for progress, coverage considerations and next actions."
CLM00578,NOTE00028109,2025-07-08 10:45:00,Note,Document Request,Claim Adjuster,,,,,,,,,Outstanding supporting documentation noted for follow-up.
CLM00578,NOTE00028092,2025-07-08 14:30:00,Correspondence,Third Party,Claim Adjuster,,Phone Call,Claim Adjuster,,Claim Adjuster,,Next steps,,Third-party documentation received and added to the electronic claim file.
CLM00578,NOTE00028098,2025-07-09 12:45:00,Note,Manager Review,Claims Manager,,,,,,,,,"File reviewed for progress, coverage considerations and next actions."
CLM00578,NOTE00028111,2025-07-10 08:30:00,Note,Estimate,Claim Adjuster,,,,,,,,,Estimate line items and pricing reviewed against inspection documentation.
CLM00578,NOTE00028115,2025-07-10 12:50:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Initial triage completed and next handling action documented.
CLM00578,NOTE00028104,2025-07-11 10:00:00,Correspondence,Third Party,Claim Adjuster,,Phone Call,Customer,,Claims Manager,,Estimate review,,Third-party documentation received and added to the electronic claim file.
CLM00578,NOTE00028118,2025-07-12 16:15:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Initial triage completed and next handling action documented.
CLM00578,NOTE00028087,2025-07-13 12:15:00,Note,Coverage,Senior Adjuster,,,,,,,,,"Policy provisions, inspection findings and submitted documentation reviewed. Outstanding items noted for follow-up."
CLM00578,NOTE00028099,2025-07-13 15:05:00,Note,Coverage,Senior Adjuster,,,,,,,,,"Coverage and documentation review remain open. The file is awaiting completion of causation, policy and supporting-document analysis."
CLM00579,NOTE00028119,2025-06-10 11:15:00,Event,Claim Handling,System,FNOL,,,,,,,,FNOL completed. Insured reports property damage attributed to wind with loss date 2025-06-10.
CLM00579,NOTE00028120,2025-06-10 15:30:00,Event,Claim Handling,System,Claim Assigned,,,,,,,,Claim assigned to the property claims queue for initial triage and adjuster assignment.
CLM00579,NOTE00028121,2025-06-11 09:30:00,Correspondence,Customer Contact,Claim Adjuster,,Phone Call,Claim Adjuster,,Customer,,Initial claim contact,,"Reached the insured and confirmed loss details. Explained inspection scheduling, documentation needs and expected claim handling steps."
CLM00579,NOTE00028122,2025-06-12 15:00:00,Correspondence,Document Request,Claim Adjuster,,Portal Message,Claim Adjuster,,Customer,,Supporting claim documentation,,"Sent document request for photographs, receipts, invoices and any contractor or mitigation records already available."
CLM00579,NOTE00028126,2025-06-14 14:15:00,Note,Investigation,Claim Adjuster,,,,,,,,,Weather information reviewed alongside inspection findings. No catastrophe assignment was made based solely on the current record.
CLM00579,NOTE00028150,2025-06-19 15:00:00,Correspondence,Third Party,Claim Adjuster,,Phone Call,Customer,,Customer,,Documentation follow-up,,Third-party documentation received and added to the electronic claim file.
CLM00579,NOTE00028123,2025-06-21 15:15:00,Event,Inspection,System,Inspection Scheduled,,,,,,,,Property inspection scheduled and inspection assignment confirmed.
CLM00579,NOTE00028132,2025-06-22 11:45:00,Correspondence,Estimate,Claim Adjuster,,Email,Third Party,TP00026,Claim Adjuster,,Repair estimate,TP00026,Received repair estimate from the involved roofer. Scope and pricing are being compared with the carrier estimate.
CLM00579,NOTE00028127,2025-06-23 08:30:00,Event,Third Party,System,Third Party Added,,,,,,,TP00082,Inspector added to the claim: Peninsula Property Inspections.
CLM00579,NOTE00028124,2025-06-23 15:15:00,Event,Inspection,System,Inspection Completed,,,,,,,,Initial inspection completed. Photographs and scope observations documented for the reported wind damage.
CLM00579,NOTE00028125,2025-06-24 15:30:00,Note,Inspection,Field Adjuster,,,,,,,,,Field notes finalized. Damage observations forwarded to the assigned adjuster for estimate and coverage review.
CLM00579,NOTE00028158,2025-06-26 16:30:00,Note,Document Request,Claim Adjuster,,,,,,,,,Outstanding supporting documentation noted for follow-up.
CLM00579,NOTE00028131,2025-06-26 17:15:00,Event,Estimate,System,Estimate Created,,,,,,,,"Initial carrier estimate created for approximately $18,800. Current initial reserve is $15,700."
CLM00579,NOTE00028128,2025-06-28 08:10:00,Event,Third Party,System,Third Party Added,,,,,,,TP00026,Roofer added to the claim: SunCoast Roofing Solutions.
CLM00579,NOTE00028149,2025-06-29 09:40:00,Note,Payment,Claim Adjuster,,,,,,,,,Payment and reserve position reviewed against the current accepted estimate.
CLM00579,NOTE00028129,2025-07-01 12:45:00,Event,Third Party,System,Third Party Added,,,,,,,TP00051,General Contractor added to the claim: Gulf Atlantic Builders.
CLM00579,NOTE00028138,2025-07-05 14:00:00,Note,Investigation,Claim Adjuster,,,,,,,,,Loss facts and inspection findings reviewed for consistency.
CLM00579,NOTE00028133,2025-07-09 13:45:00,Event,Coverage,System,Coverage Review Started,,,,,,,,"Coverage and documentation review initiated based on inspection findings, reported cause of loss and submitted records."
CLM00579,NOTE00028139,2025-07-12 15:20:00,Correspondence,Customer Contact,Claim Adjuster,,Portal Message,Customer,,Claims Manager,,Estimate review,,Customer provided an update regarding payment status and remaining items.
CLM00579,NOTE00028137,2025-07-13 11:05:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection photographs and observations reviewed for completeness.
CLM00579,NOTE00028142,2025-07-13 15:30:00,Correspondence,Customer Contact,Claim Adjuster,,Phone Call,Claim Adjuster,,Claims Manager,,Estimate review,,Customer provided an update regarding payment status and remaining items.
CLM00579,NOTE00028130,2025-07-14 11:30:00,Event,Third Party,System,Third Party Added,,,,,,,TP00076,Engineer added to the claim: Coastal Engineering Services.
CLM00579,NOTE00028136,2025-07-17 09:30:00,Correspondence,Customer Contact,Claim Adjuster,,Phone Call,Claim Adjuster,,Customer,,Claim payment/status update,,"Provided settlement status update and reviewed current estimate, deductible and any remaining documentation."
CLM00579,NOTE00028160,2025-07-17 10:45:00,Correspondence,Third Party,Claim Adjuster,,Phone Call,Claim Adjuster,,Customer,,Estimate review,,Third-party documentation received and added to the electronic claim file.
CLM00579,NOTE00028135,2025-07-18 15:05:00,Note,Payment,Claim Adjuster,,,,,,,,,"Payment position reviewed based on accepted scope, deductible and current estimate."
CLM00579,NOTE00028148,2025-07-19 10:05:00,Note,Manager Review,Claims Manager,,,,,,,,,"File reviewed for progress, coverage considerations and next actions."
CLM00579,NOTE00028134,2025-07-22 08:50:00,Note,Coverage,Senior Adjuster,,,,,,,,,"File reviewed for policy applicability and consistency between reported damage, inspection findings and submitted estimates."
CLM00579,NOTE00028143,2025-07-22 11:45:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection photographs and observations reviewed for completeness.
CLM00579,NOTE00028144,2025-07-24 10:40:00,Note,Inspection,Field Adjuster,,,,,,,,,Inspection photographs and observations reviewed for completeness.
CLM00579,NOTE00028153,2025-07-28 13:50:00,Note,Coverage,Senior Adjuster,,,,,,,,,Coverage review diary updated with outstanding documentation and causation items.
CLM00579,NOTE00028141,2025-08-03 08:05:00,Note,Claim Handling,Claim Adjuster,,,,,,,,,Initial triage completed and next handling action documented.
CLM00579,NOTE00028146,2025-08-06 08:05:00,Note,General,Claim Adjuster,,,,,,,,,FNOL details reviewed for completeness and initial diary activity documented.
